,StartStation,ArriveStation,count,s_j,s_w,e_j,e_w,count_std
3881,鹤岗,双鸭山,2,130.2906884,47.34645636,131.158816,46.65097316,0.8062114010265249
255,丹东,赤峰,2,124.3945562,40.13060834,118.9662055,42.26257881,0.8062114010265249
308,乌鲁木齐,福州,2,87.58966482,43.78527752,119.3265624,26.11982665,0.8062114010265249
310,乌鲁木齐,达坂城,2,87.58966482,43.78527752,-1.0,-1.0,0.8062114010265249
361,伊宁,济南,2,81.50966716,43.96167639,116.9974535,36.67671802,0.8062114010265249
311,乌鲁木齐,郑州,2,87.58966482,43.78527752,113.6661637,34.75253549,0.8062114010265249
359,伊宁,上海,2,81.50966716,43.96167639,121.4621369,31.25561813,0.8062114010265249
3834,青岛北,广州东,2,120.3189288,36.07075992,113.3311109,23.1559198,0.8062114010265249
3835,青岛北,延吉西,2,120.3189288,36.07075992,129.5034439,42.89294827,0.8062114010265249
351,亳州南,安庆,2,115.8039163,33.85413711,117.0719849,30.5546491,0.8062114010265249
350,亳州南,合肥南,2,115.8039163,33.85413711,117.2969056,31.80434321,0.8062114010265249
3838,青岛北,杭州,2,120.3189288,36.07075992,120.1894672,30.24987743,0.8062114010265249
3839,青岛北,沈阳北,2,120.3189288,36.07075992,123.4424124,41.82534092,0.8062114010265249
3842,青岛北,温州,2,120.3189288,36.07075992,120.6915818,27.98592789,0.8062114010265249
342,五常,哈尔滨,2,127.1507215,44.92774855,126.638843,45.76694434,0.8062114010265249
339,二连,呼和浩特,2,-1.0,-1.0,-1.0,-1.0,0.8062114010265249
3845,青岛北,白城,2,120.3189288,36.07075992,122.8696994,45.62267449,0.8062114010265249
334,九江,温州,2,116.0122543,29.71100469,120.6915818,27.98592789,0.8062114010265249
3849,青岛北,襄阳,2,120.3189288,36.07075992,112.1612316,32.06431898,0.8062114010265249
3850,青岛北,襄阳东,2,120.3189288,36.07075992,112.2329364,32.1029142,0.8062114010265249
3851,青岛北,西安北,2,120.3189288,36.07075992,108.9693181,34.28284366,0.8062114010265249
330,九江,杭州东,2,116.0122543,29.71100469,120.2193726,30.29735829,0.8062114010265249
329,九江,常州北,2,116.0122543,29.71100469,119.961816,31.86044254,0.8062114010265249
3852,青岛北,运城北,2,120.3189288,36.07075992,110.9905591,35.10469381,0.8062114010265249
3853,青岛北,通化,2,120.3189288,36.07075992,125.9865807,41.75955854,0.8062114010265249
3854,青岛北,郑州,2,120.3189288,36.07075992,113.6661637,34.75253549,0.8062114010265249
323,乔庄东,良乡,2,-1.0,-1.0,-1.0,-1.0,0.8062114010265249
321,乐清,上海虹桥,2,120.8659749,28.09000079,121.3270978,31.19997528,0.8062114010265249
3856,青岛北,银川,2,120.3189288,36.07075992,106.1811303,38.49835688,0.8062114010265249
317,乐山,德阳,2,103.5829561,29.75565701,104.3965218,31.17206797,0.8062114010265249
3858,青岛北,青岛西,2,120.3189288,36.07075992,120.3189288,36.07075992,0.8062114010265249
313,乌鲁木齐,长春,2,87.58966482,43.78527752,125.330733,43.91760214,0.8062114010265249
312,乌鲁木齐,重庆,2,87.58966482,43.78527752,106.5539902,29.5558374,0.8062114010265249
995,厦门北,昆明,2,118.0805353,24.64265118,102.7283354,25.02160539,0.8062114010265249
831,南宁,长春,2,108.321642,22.83292908,125.330733,43.91760214,0.8062114010265249
1212,大丰,咸丰,2,-1.0,-1.0,-1.0,-1.0,0.8062114010265249
1509,宜昌东,杭州,2,111.377275,30.66404385,120.1894672,30.24987743,0.8062114010265249
3457,郑州东,兰州西,2,113.7855473,34.76545884,103.7591595,36.07461705,0.8062114010265249
3459,郑州东,十堰东,2,113.7855473,34.76545884,110.788215,32.60935165,0.8062114010265249
1264,大连,广州,2,121.639161,38.92851844,113.2641069,23.15467406,0.8062114010265249
1514,宜昌东,西安南,2,111.377275,30.66404385,109.1081587,34.09866915,0.8062114010265249
3460,郑州东,南京南,2,113.7855473,34.76545884,118.8045165,31.97440034,0.8062114010265249
1515,宜昌东,黄冈东,2,111.377275,30.66404385,114.9919362,30.51318628,0.8062114010265249
3373,通化,丹东,2,125.9865807,41.75955854,124.3945562,40.13060834,0.8062114010265249
3463,郑州东,厦门北,2,113.7855473,34.76545884,118.0805353,24.64265118,0.8062114010265249
1257,大连,丹东,2,121.639161,38.92851844,124.3945562,40.13060834,0.8062114010265249
1256,大连,上海,2,121.639161,38.92851844,121.4621369,31.25561813,0.8062114010265249
3464,郑州东,合肥南,2,113.7855473,34.76545884,117.2969056,31.80434321,0.8062114010265249
1253,大理,衡阳东,2,100.2562088,25.59521885,112.7161967,26.90223487,0.8062114010265249
1252,大理,桂林北,2,100.2562088,25.59521885,110.2892136,25.26723504,0.8062114010265249
1251,大理,柳州,2,100.2562088,25.59521885,109.3956244,24.31336336,0.8062114010265249
1250,大理,普者黑,2,100.2562088,25.59521885,-1.0,-1.0,0.8062114010265249
1248,大理,昆明,2,100.2562088,25.59521885,102.7283354,25.02160539,0.8062114010265249
1246,大理,弥勒,2,100.2562088,25.59521885,-1.0,-1.0,0.8062114010265249
1519,宝鸡,天津,2,107.1595178,34.37853136,117.2167068,39.14138387,0.8062114010265249
1244,大理,富宁,2,100.2562088,25.59521885,-1.0,-1.0,0.8062114010265249
1520,宝鸡,平凉,2,107.1595178,34.37853136,106.7142447,35.55639887,0.8062114010265249
1243,大理,南宁东,2,100.2562088,25.59521885,108.321642,22.83292908,0.8062114010265249
3454,郑州,青岛北,2,113.6661637,34.75253549,120.3189288,36.07075992,0.8062114010265249
1274,大连,通辽,2,121.639161,38.92851844,122.2775491,43.61141876,0.8062114010265249
1302,大连北,通辽,2,121.6138656,39.02285489,122.2775491,43.61141876,0.8062114010265249
1507,宜昌东,南昌西,2,111.377275,30.66404385,115.7990731,28.62877887,0.8062114010265249
1498,宜宾西,广元,2,104.6075926,28.75725055,105.8280546,32.4563626,0.8062114010265249
1301,大连北,辽宁朝阳,2,121.6138656,39.02285489,-1.0,-1.0,0.8062114010265249
1299,大连北,西安北,2,121.6138656,39.02285489,108.9693181,34.28284366,0.8062114010265249
3445,郑州,海拉尔,2,113.6661637,34.75253549,119.74712,49.23503712,0.8062114010265249
3446,郑州,深圳东,2,113.6661637,34.75253549,114.1252525,22.60748366,0.8062114010265249
3447,郑州,温州,2,113.6661637,34.75253549,120.6915818,27.98592789,0.8062114010265249
1295,大连北,牛河梁,2,121.6138656,39.02285489,-1.0,-1.0,0.8062114010265249
1294,大连北,沈阳北,2,121.6138656,39.02285489,123.4424124,41.82534092,0.8062114010265249
1501,宜宾西,成都南,2,104.6075926,28.75725055,104.074915,30.61228969,0.8062114010265249
1292,大连北,武汉,2,121.6138656,39.02285489,114.4308852,30.61318746,0.8062114010265249
1291,大连北,承德南,2,121.6138656,39.02285489,117.9608421,40.97163181,0.8062114010265249
3448,郑州,濮阳,2,113.6661637,34.75253549,-1.0,-1.0,0.8062114010265249
1289,大连北,山海关,2,121.6138656,39.02285489,119.7738814,40.00667542,0.8062114010265249
3449,郑州,烟台,2,113.6661637,34.75253549,121.3893737,37.55444989,0.8062114010265249
1283,大连北,佳木斯,2,121.6138656,39.02285489,130.3896952,46.81085466,0.8062114010265249
1280,大连北,临沂北,2,121.6138656,39.02285489,118.4499289,35.12313659,0.8062114010265249
1503,宜宾西,温州南,2,104.6075926,28.75725055,120.5915271,27.9719922,0.8062114010265249
1279,大连北,上海虹桥,2,121.6138656,39.02285489,121.3270978,31.19997528,0.8062114010265249
1505,宜昌东,北京西,2,111.377275,30.66404385,116.3275639,39.90092693,0.8062114010265249
1275,大连,郑州,2,121.639161,38.92851844,113.6661637,34.75253549,0.8062114010265249
1506,宜昌东,南京南,2,111.377275,30.66404385,118.8045165,31.97440034,0.8062114010265249
3371,连云港东,武昌,2,119.1700137,34.61480282,114.3242621,30.53460349,0.8062114010265249
1241,大理,丽江,2,100.2562088,25.59521885,100.2586884,26.81708277,0.8062114010265249
1239,大武口,银川,2,106.4283272,38.92284502,106.1811303,38.49835688,0.8062114010265249
3370,连云港东,杭州,2,119.1700137,34.61480282,120.1894672,30.24987743,0.8062114010265249
1201,嘉峪关南,兰州西,2,98.26089843,39.77090402,103.7591595,36.07461705,0.8062114010265249
3484,郑州东,沈阳北,2,113.7855473,34.76545884,123.4424124,41.82534092,0.8062114010265249
3364,连云港东,南昌,2,119.1700137,34.61480282,115.9255942,28.66836716,0.8062114010265249
3487,郑州东,焦作,2,113.7855473,34.76545884,113.2415024,35.22861387,0.8062114010265249
1196,嘉峪关,敦煌,2,98.26089843,39.77090402,94.7923428,40.17415559,0.8062114010265249
1544,密山,绥化,2,131.8809707,45.55725495,127.0222425,46.65026779,0.8062114010265249
1545,富宁,大理,2,-1.0,-1.0,100.2562088,25.59521885,0.8062114010265249
1194,嘉兴南,重庆北,2,120.8063799,30.69664801,106.5574405,29.61373264,0.8062114010265249
1193,嘉兴南,运城北,2,120.8063799,30.69664801,110.9905591,35.10469381,0.8062114010265249
1546,富宁,昆明南,2,-1.0,-1.0,102.7283354,25.02160539,0.8062114010265249
3489,郑州东,福州,2,113.7855473,34.76545884,119.3265624,26.11982665,0.8062114010265249
3363,连云港东,北京,2,119.1700137,34.61480282,116.4337332,39.90979135,0.8062114010265249
1189,喀什,成都,2,76.05582813,39.49881439,104.0797802,30.70361284,0.8062114010265249
3492,郑州东,许昌东,2,113.7855473,34.76545884,113.894581,34.05444788,0.8062114010265249
3493,郑州东,邓州东,2,113.7855473,34.76545884,112.0772489,32.68938858,0.8062114010265249
3362,连云港东,乌鲁木齐,2,119.1700137,34.61480282,87.58966482,43.78527752,0.8062114010265249
1183,商丘,北京西,2,115.6633285,34.44980009,116.3275639,39.90092693,0.8062114010265249
3361,连云港东,上海,2,119.1700137,34.61480282,121.4621369,31.25561813,0.8062114010265249
1552,山海关,大连北,2,119.7738814,40.00667542,121.6138656,39.02285489,0.8062114010265249
3360,连云港,西安北,2,119.1700137,34.61480282,108.9693181,34.28284366,0.8062114010265249
1179,唐山,曹妃甸港,2,118.1265712,39.63202776,-1.0,-1.0,0.8062114010265249
1204,四平,通辽,2,124.3795566,43.17424352,122.2775491,43.61141876,0.8062114010265249
3366,连云港东,太原,2,119.1700137,34.61480282,112.594152,37.86640734,0.8062114010265249
3367,连云港东,宝鸡,2,119.1700137,34.61480282,107.1595178,34.37853136,0.8062114010265249
1527,宝鸡南,北京西,2,107.2377341,34.34035844,116.3275639,39.90092693,0.8062114010265249
3466,郑州东,哈尔滨西,2,113.7855473,34.76545884,126.5844437,45.71280579,0.8062114010265249
1523,宝鸡,烟台,2,107.1595178,34.37853136,121.3893737,37.55444989,0.8062114010265249
1237,大方南,贵阳,2,-1.0,-1.0,106.7099004,26.56252613,0.8062114010265249
3469,郑州东,威海,2,113.7855473,34.76545884,122.1509449,37.43282054,0.8062114010265249
1230,大同南,西安北,2,113.3096957,40.12605689,108.9693181,34.28284366,0.8062114010265249
1524,宝鸡,西安,2,107.1595178,34.37853136,108.9693181,34.28284366,0.8062114010265249
1225,大同,武昌,2,113.3096957,40.12605689,114.3242621,30.53460349,0.8062114010265249
1525,宝鸡,连云港东,2,107.1595178,34.37853136,119.1700137,34.61480282,0.8062114010265249
1526,宝鸡,重庆,2,107.1595178,34.37853136,106.5539902,29.5558374,0.8062114010265249
1223,大同,杭州,2,113.3096957,40.12605689,120.1894672,30.24987743,0.8062114010265249
3482,郑州东,汉口,2,113.7855473,34.76545884,-1.0,-1.0,0.8062114010265249
1221,大同,广州东,2,113.3096957,40.12605689,113.3311109,23.1559198,0.8062114010265249
1531,宣城,上海,2,118.7802673,30.95275599,121.4621369,31.25561813,0.8062114010265249
3368,连云港东,广州,2,119.1700137,34.61480282,113.2641069,23.15467406,0.8062114010265249
1535,宣城,合肥南,2,118.7802673,30.95275599,117.2969056,31.80434321,0.8062114010265249
1216,大同,包头,2,113.3096957,40.12605689,109.8423295,40.61247529,0.8062114010265249
1436,宁波,南昌西,2,121.5428536,29.86758477,115.7990731,28.62877887,0.8062114010265249
1209,塔尔气,海拉尔,2,121.2012388,47.99247254,119.74712,49.23503712,0.8062114010265249
1536,宣城,广州南,2,118.7802673,30.95275599,113.2759886,22.99449891,0.8062114010265249
1537,宣城,长沙南,2,118.7802673,30.95275599,113.0718382,28.15265108,0.8062114010265249
1497,宜兴,成都东,2,119.8197261,31.31821939,104.1477187,30.63513395,0.8062114010265249
1303,大连北,长春,2,121.6138656,39.02285489,125.330733,43.91760214,0.8062114010265249
1177,唐山,北京南,2,118.1265712,39.63202776,116.3854936,39.87101558,0.8062114010265249
1413,威海,运城北,2,122.1509449,37.43282054,110.9905591,35.10469381,0.8062114010265249
1412,威海,西安北,2,122.1509449,37.43282054,108.9693181,34.28284366,0.8062114010265249
1411,威海,菏泽,2,122.1509449,37.43282054,115.5132491,35.23672597,0.8062114010265249
1410,威海,石家庄,2,122.1509449,37.43282054,114.4909897,38.01654849,0.8062114010265249
3402,遵义,贵阳北,2,106.9547906,27.70850931,106.7099004,26.56252613,0.8062114010265249
1405,威海,汉口,2,122.1509449,37.43282054,-1.0,-1.0,0.8062114010265249
3393,通辽,本溪,2,122.2775491,43.61141876,123.7740303,41.33369759,0.8062114010265249
1404,威海,武汉,2,122.1509449,37.43282054,114.4308852,30.61318746,0.8062114010265249
1453,宁波,石家庄,2,121.5428536,29.86758477,114.4909897,38.01654849,0.8062114010265249
3405,邓州东,郑州东,2,112.0772489,32.68938858,113.7855473,34.76545884,0.8062114010265249
1399,威海,兰州西,2,122.1509449,37.43282054,103.7591595,36.07461705,0.8062114010265249
1454,宁波,西安,2,121.5428536,29.86758477,108.9693181,34.28284366,0.8062114010265249
1455,宁波,贵阳,2,121.5428536,29.86758477,106.7099004,26.56252613,0.8062114010265249
3410,邯郸,哈尔滨,2,114.4832224,36.60943951,126.638843,45.76694434,0.8062114010265249
1392,太原南,青岛北,2,112.6170418,37.79764834,120.3189288,36.07075992,0.8062114010265249
1391,太原南,长治东,2,112.6170418,37.79764834,113.0776327,36.1942966,0.8062114010265249
1390,太原南,长沙南,2,112.6170418,37.79764834,113.0718382,28.15265108,0.8062114010265249
1385,太原南,贵阳北,2,112.6170418,37.79764834,106.7099004,26.56252613,0.8062114010265249
3412,邯郸,承德,2,114.4832224,36.60943951,117.9608421,40.97163181,0.8062114010265249
1382,太原南,荣成,2,112.6170418,37.79764834,-1.0,-1.0,0.8062114010265249
1381,太原南,秦皇岛,2,112.6170418,37.79764834,-1.0,-1.0,0.8062114010265249
1380,太原南,沈阳北,2,112.6170418,37.79764834,123.4424124,41.82534092,0.8062114010265249
1451,宁波,洛阳,2,121.5428536,29.86758477,112.4427408,34.69176726,0.8062114010265249
1414,威海,郑州东,2,122.1509449,37.43282054,113.7855473,34.76545884,0.8062114010265249
1495,宜兴,上海虹桥,2,119.8197261,31.31821939,121.3270978,31.19997528,0.8062114010265249
1416,威海,青岛北,2,122.1509449,37.43282054,120.3189288,36.07075992,0.8062114010265249
1434,宁波,南平市,2,121.5428536,29.86758477,-1.0,-1.0,0.8062114010265249
1433,宁波,南宁东,2,121.5428536,29.86758477,108.321642,22.83292908,0.8062114010265249
3397,通辽,石家庄,2,122.2775491,43.61141876,114.4909897,38.01654849,0.8062114010265249
1438,宁波,合肥南,2,121.5428536,29.86758477,117.2969056,31.80434321,0.8062114010265249
1440,宁波,安庆,2,121.5428536,29.86758477,117.0719849,30.5546491,0.8062114010265249
1429,宁波,兰州,2,121.5428536,29.86758477,103.8576768,36.04118877,0.8062114010265249
1426,宁武,岢岚,2,112.3255619,39.01241013,111.587351,38.72476112,0.8062114010265249
1441,宁波,宜昌东,2,121.5428536,29.86758477,111.377275,30.66404385,0.8062114010265249
1443,宁波,广州,2,121.5428536,29.86758477,113.2641069,23.15467406,0.8062114010265249
3401,遵义,毕节,2,106.9547906,27.70850931,-1.0,-1.0,0.8062114010265249
1422,嫩江,佳木斯,2,125.2555109,49.18348447,130.3896952,46.81085466,0.8062114010265249
1445,宁波,徐州东,2,121.5428536,29.86758477,117.3097118,34.27266147,0.8062114010265249
1421,婺源,南昌,2,-1.0,-1.0,115.9255942,28.66836716,0.8062114010265249
1446,宁波,成都,2,121.5428536,29.86758477,104.0797802,30.70361284,0.8062114010265249
1447,宁波,昆明,2,121.5428536,29.86758477,102.7283354,25.02160539,0.8062114010265249
1419,娄底南,深圳北,2,112.0127097,27.74587424,114.0354307,22.6155135,0.8062114010265249
1418,娄底,深圳西,2,112.0127097,27.74587424,113.9139657,22.53438222,0.8062114010265249
1417,威舍,六盘水,2,104.7560584,25.29056156,104.8581505,26.59708963,0.8062114010265249
1448,宁波,武昌,2,121.5428536,29.86758477,114.3242621,30.53460349,0.8062114010265249
1449,宁波,武汉,2,121.5428536,29.86758477,114.4308852,30.61318746,0.8062114010265249
1450,宁波,沈阳北,2,121.5428536,29.86758477,123.4424124,41.82534092,0.8062114010265249
1378,太原南,武汉,2,112.6170418,37.79764834,114.4308852,30.61318746,0.8062114010265249
3414,邯郸,石家庄,2,114.4832224,36.60943951,114.4909897,38.01654849,0.8062114010265249
1376,太原南,杭州东,2,112.6170418,37.79764834,120.2193726,30.29735829,0.8062114010265249
1456,宁波,贵阳北,2,121.5428536,29.86758477,106.7099004,26.56252613,0.8062114010265249
3437,郑州,宁波,2,113.6661637,34.75253549,121.5428536,29.86758477,0.8062114010265249
1476,安庆,西安北,2,117.0719849,30.5546491,108.9693181,34.28284366,0.8062114010265249
1323,天津,长沙南,2,117.2167068,39.14138387,113.0718382,28.15265108,0.8062114010265249
1322,天津,长沙,2,117.2167068,39.14138387,113.019607,28.19959597,0.8062114010265249
1321,天津,邯郸,2,117.2167068,39.14138387,114.4832224,36.60943951,0.8062114010265249
3386,通辽,哈尔滨西,2,122.2775491,43.61141876,126.5844437,45.71280579,0.8062114010265249
1319,天津,蓟州北,2,117.2167068,39.14138387,-1.0,-1.0,0.8062114010265249
3439,郑州,宋城路,2,113.6661637,34.75253549,-1.0,-1.0,0.8062114010265249
3555,重庆西,吉林,2,106.435498,29.43649296,126.5836551,43.8645571,0.8062114010265249
1315,天津,深圳东,2,117.2167068,39.14138387,114.1252525,22.60748366,0.8062114010265249
1481,安阳,上海,2,114.3469905,36.11089514,121.4621369,31.25561813,0.8062114010265249
1314,天津,洛阳,2,117.2167068,39.14138387,112.4427408,34.69176726,0.8062114010265249
1483,安阳东,上海虹桥,2,114.4585509,36.09071308,121.3270978,31.19997528,0.8062114010265249
3441,郑州,新乡,2,113.6661637,34.75253549,113.8660398,35.31211022,0.8062114010265249
1312,天津,广州,2,117.2167068,39.14138387,113.2641069,23.15467406,0.8062114010265249
1311,天津,宝鸡,2,117.2167068,39.14138387,107.1595178,34.37853136,0.8062114010265249
1309,天津,兰州西,2,117.2167068,39.14138387,103.7591595,36.07461705,0.8062114010265249
3380,通化,青岛北,2,125.9865807,41.75955854,120.3189288,36.07075992,0.8062114010265249
3443,郑州,日照,2,113.6661637,34.75253549,119.5392171,35.40980994,0.8062114010265249
1490,安靖,离堆公园,2,-1.0,-1.0,103.6303675,30.99955796,0.8062114010265249
1305,大连北,齐齐哈尔南,2,121.6138656,39.02285489,124.0014228,47.34600489,0.8062114010265249
1475,安庆,衢州,2,117.0719849,30.5546491,118.8877854,28.92894084,0.8062114010265249
3434,郑州,厦门北,2,113.6661637,34.75253549,118.0805353,24.64265118,0.8062114010265249
3387,通辽,四平,2,122.2775491,43.61141876,124.3795566,43.17424352,0.8062114010265249
1355,太原,海门,2,112.594152,37.86640734,-1.0,-1.0,0.8062114010265249
1367,太原南,兰州西,2,112.6170418,37.79764834,103.7591595,36.07461705,0.8062114010265249
1365,太原南,上海虹桥,2,112.6170418,37.79764834,121.3270978,31.19997528,0.8062114010265249
1364,太原,青岛北,2,112.594152,37.86640734,120.3189288,36.07075992,0.8062114010265249
1362,太原,连云港东,2,112.594152,37.86640734,119.1700137,34.61480282,0.8062114010265249
1360,太原,秦皇岛,2,112.594152,37.86640734,-1.0,-1.0,0.8062114010265249
1359,太原,烟台,2,112.594152,37.86640734,121.3893737,37.55444989,0.8062114010265249
1457,宁波,郑州,2,121.5428536,29.86758477,113.6661637,34.75253549,0.8062114010265249
1357,太原,温州,2,112.594152,37.86640734,120.6915818,27.98592789,0.8062114010265249
1356,太原,深圳西,2,112.594152,37.86640734,113.9139657,22.53438222,0.8062114010265249
1354,太原,沈阳北,2,112.594152,37.86640734,123.4424124,41.82534092,0.8062114010265249
1473,安庆,温州南,2,117.0719849,30.5546491,120.5915271,27.9719922,0.8062114010265249
1460,宁波,长春,2,121.5428536,29.86758477,125.330733,43.91760214,0.8062114010265249
1347,太原,厦门北,2,112.594152,37.86640734,118.0805353,24.64265118,0.8062114010265249
3424,邵阳,广州南,2,111.4676555,27.21939368,113.2759886,22.99449891,0.8062114010265249
1344,太原,乌海西,2,112.594152,37.86640734,-1.0,-1.0,0.8062114010265249
1342,天津西,青岛,2,117.1699861,39.1642329,120.3189288,36.07075992,0.8062114010265249
1465,宁海,贵阳北,2,121.4263975,29.34249657,106.7099004,26.56252613,0.8062114010265249
3429,郑州,上海,2,113.6661637,34.75253549,121.4621369,31.25561813,0.8062114010265249
3430,郑州,上海虹桥,2,113.6661637,34.75253549,121.3270978,31.19997528,0.8062114010265249
1335,天津西,武汉,2,117.1699861,39.1642329,114.4308852,30.61318746,0.8062114010265249
1178,唐山,曹妃甸东,2,118.1265712,39.63202776,-1.0,-1.0,0.8062114010265249
1437,宁波,厦门北,2,121.5428536,29.86758477,118.0805353,24.64265118,0.8062114010265249
1613,广州,北海,2,113.2641069,23.15467406,109.1348006,21.45850273,0.8062114010265249
1573,巢湖东,上海,2,117.9287591,31.62850456,121.4621369,31.25561813,0.8062114010265249
1100,呼和浩特,海拉尔,2,-1.0,-1.0,119.74712,49.23503712,0.8062114010265249
1099,呼和浩特,杭州,2,-1.0,-1.0,120.1894672,30.24987743,0.8062114010265249
1610,广州,兰州,2,113.2641069,23.15467406,103.8576768,36.04118877,0.8062114010265249
1580,常州北,九江,2,119.961816,31.86044254,116.0122543,29.71100469,0.8062114010265249
3520,重庆北,南通,2,106.5574405,29.61373264,120.8667999,32.07393273,0.8062114010265249
1033,合肥,齐齐哈尔,2,117.3240719,31.89161249,124.0014228,47.34600489,0.8062114010265249
1035,合肥南,上海虹桥,2,117.2969056,31.80434321,121.3270978,31.19997528,0.8062114010265249
3521,重庆北,厦门,2,106.5574405,29.61373264,118.1225949,24.47395893,0.8062114010265249
1036,合肥南,亳州南,2,117.2969056,31.80434321,115.8039163,33.85413711,0.8062114010265249
1037,合肥南,六安,2,117.2969056,31.80434321,116.5066848,31.72110826,0.8062114010265249
3522,重庆北,厦门北,2,106.5574405,29.61373264,118.0805353,24.64265118,0.8062114010265249
1039,合肥南,千岛湖,2,117.2969056,31.80434321,-1.0,-1.0,0.8062114010265249
1095,呼和浩特,二连,2,-1.0,-1.0,-1.0,-1.0,0.8062114010265249
1609,广州,信宜,2,113.2641069,23.15467406,110.9725469,22.3359906,0.8062114010265249
1608,广州,乌鲁木齐,2,113.2641069,23.15467406,87.58966482,43.78527752,0.8062114010265249
1047,合肥南,江山,2,117.2969056,31.80434321,118.6503132,28.77755816,0.8062114010265249
3345,运城北,嘉兴南,2,110.9905591,35.10469381,120.8063799,30.69664801,0.8062114010265249
3543,重庆北,阆中,2,106.5574405,29.61373264,-1.0,-1.0,0.8062114010265249
1578,常州,上海,2,119.9796455,31.79153653,121.4621369,31.25561813,0.8062114010265249
1611,广州,包头,2,113.2641069,23.15467406,109.8423295,40.61247529,0.8062114010265249
1116,咸丰,大丰,2,-1.0,-1.0,-1.0,-1.0,0.8062114010265249
1616,广州,南宁东,2,113.2641069,23.15467406,108.321642,22.83292908,0.8062114010265249
1615,广州,南京,2,113.2641069,23.15467406,118.8047545,32.09280914,0.8062114010265249
1122,哈尔滨,五常,2,126.638843,45.76694434,127.1507215,44.92774855,0.8062114010265249
1121,哈密,乌鲁木齐,2,93.51249557,42.8555341,87.58966482,43.78527752,0.8062114010265249
1120,咸阳,长春,2,108.7413744,34.34964839,125.330733,43.91760214,0.8062114010265249
1614,广州,十堰,2,113.2641069,23.15467406,110.788215,32.60935165,0.8062114010265249
1575,巴中,广州,2,106.7723438,31.87921601,113.2641069,23.15467406,0.8062114010265249
1112,呼和浩特东,福州,2,-1.0,-1.0,119.3265624,26.11982665,0.8062114010265249
3348,运城北,威海,2,110.9905591,35.10469381,122.1509449,37.43282054,0.8062114010265249
1027,合肥,南宁,2,117.3240719,31.89161249,108.321642,22.83292908,0.8062114010265249
1110,呼和浩特东,成都,2,-1.0,-1.0,104.0797802,30.70361284,0.8062114010265249
3516,重庆北,兰州,2,106.5574405,29.61373264,103.8576768,36.04118877,0.8062114010265249
1105,呼和浩特东,乌兰浩特,2,-1.0,-1.0,122.069636,46.07740311,0.8062114010265249
3349,运城北,济南西,2,110.9905591,35.10469381,116.8982263,36.67470433,0.8062114010265249
3544,重庆北,青岛,2,106.5574405,29.61373264,120.3189288,36.07075992,0.8062114010265249
1103,呼和浩特,锡林浩特,2,-1.0,-1.0,116.0334234,43.92537845,0.8062114010265249
3344,运城北,北京西,2,110.9905591,35.10469381,116.3275639,39.90092693,0.8062114010265249
3327,辽宁朝阳,大连北,2,-1.0,-1.0,121.6138656,39.02285489,0.8062114010265249
1093,呼和浩特,乌兰浩特,2,-1.0,-1.0,122.069636,46.07740311,0.8062114010265249
1596,平顶山,信阳,2,113.3107085,33.7251733,114.088659,32.13525607,0.8062114010265249
1061,吉林,北京,2,126.5836551,43.8645571,116.4337332,39.90979135,0.8062114010265249
3335,达州,惠州,2,107.4596849,31.20454223,114.4230691,23.1578736,0.8062114010265249
1063,吉林,南通,2,126.5836551,43.8645571,120.8667999,32.07393273,0.8062114010265249
1064,吉林,哈尔滨西,2,126.5836551,43.8645571,126.5844437,45.71280579,0.8062114010265249
1594,平阳,淮南南,2,-1.0,-1.0,117.0260961,32.63655161,0.8062114010265249
1595,平顶山,上海,2,113.3107085,33.7251733,121.4621369,31.25561813,0.8062114010265249
1076,吉林,齐齐哈尔南,2,126.5836551,43.8645571,124.0014228,47.34600489,0.8062114010265249
1075,吉林,青岛北,2,126.5836551,43.8645571,120.3189288,36.07075992,0.8062114010265249
1060,吉林,佳木斯,2,126.5836551,43.8645571,130.3896952,46.81085466,0.8062114010265249
3334,达州,广州,2,107.4596849,31.20454223,113.2641069,23.15467406,0.8062114010265249
3531,重庆北,汕头,2,106.5574405,29.61373264,116.7612582,23.37774904,0.8062114010265249
1072,吉林,重庆西,2,126.5836551,43.8645571,106.435498,29.43649296,0.8062114010265249
1071,吉林,通化,2,126.5836551,43.8645571,125.9865807,41.75955854,0.8062114010265249
1597,平顶山,宁波,2,113.3107085,33.7251733,121.5428536,29.86758477,0.8062114010265249
1070,吉林,牡丹江,2,126.5836551,43.8645571,129.6194109,44.59623665,0.8062114010265249
3532,重庆北,深圳北,2,106.5574405,29.61373264,114.0354307,22.6155135,0.8062114010265249
1591,平泉,承德,2,118.706445,41.00564653,117.9608421,40.97163181,0.8062114010265249
1059,吉林,丹东,2,126.5836551,43.8645571,124.3945562,40.13060834,0.8062114010265249
3524,重庆北,峨眉山,2,106.5574405,29.61373264,-1.0,-1.0,0.8062114010265249
1055,合肥南,黄山北,2,117.2969056,31.80434321,118.2798059,29.81957795,0.8062114010265249
3536,重庆北,秀山,2,106.5574405,29.61373264,109.0221411,28.45194801,0.8062114010265249
1053,合肥南,郑州东,2,117.2969056,31.80434321,113.7855473,34.76545884,0.8062114010265249
1090,呼和浩特,上海,2,-1.0,-1.0,121.4621369,31.25561813,0.8062114010265249
1054,合肥南,青岛,2,117.2969056,31.80434321,120.3189288,36.07075992,0.8062114010265249
